Manufacturer,Model,Titel,Date,Type,Subtype,Group,Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Power heating rod low T [kW],Power heating rod medium T [kW],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-],p1_P_el_c [1/°C],p2_P_el_c [1/°C],p3_P_el_c [-],p4_P_el_c [1/°C],p1_EER [-],p2_EER [-],p3_EER [-],p4_EER [-],MAPE P_th,MAPE P_el,MAPE COP,MAPE Pdc,MAPE P_el_c,MAPE EER
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W (7) 16 kW (180L),ERLA16DW17 / EBBH16D(6V/9W) + cooling kit,21.12.2022,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"3,800 kg",44.0,62.0,44.0,62.0,-8.0,-10.0,35.0,1.4,6.1,23.0,23.0,23.0,0.0,184.0,131.0,4.68,5.76,,9400,13600.0,4821,4722.0,1.95,2.88,166.50713860465189,0.0103260878194496,0.1082339998829233,-166.55748604176,177.32880482622443,-0.1048745765537283,7.884785379517585,-177.13729695060366,70.64778470265334,-0.0055765347349126,-1.4580098840228226,-70.57970120615914,-81.22388894848272,0.2722343374982897,18.13740875524148,80.70541439328353,21.51352893239105,12.119476976277404,15.111894537166055,32.547179524837176,21.192195909680827,10.475241285105495
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W (7) 16 kW (180L),ERLA16DW17 / EBBX16D(6V/9W),21.12.2022,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"3,800 kg",44.0,62.0,44.0,62.0,-8.0,-10.0,35.0,1.4,6.1,23.0,23.0,23.0,0.0,184.0,131.0,4.68,5.76,,9400,13600.0,4821,4722.0,1.95,2.88,166.50713860465189,0.0103260878194496,0.1082339998829233,-166.55748604176,177.32880482622443,-0.1048745765537283,7.884785379517585,-177.13729695060366,70.64778470265334,-0.0055765347349126,-1.4580098840228226,-70.57970120615914,-81.22388894848272,0.2722343374982897,18.13740875524148,80.70541439328353,21.51352893239105,12.119476976277404,15.111894537166055,32.547179524837176,21.192195909680827,10.475241285105495
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W (7) 16 kW (180L),ERLA16DW17 / EBVH16S18D(6V/9W),21.12.2022,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"3,800 kg",44.0,62.0,44.0,62.0,-8.0,-10.0,35.0,1.4,6.1,23.0,23.0,23.0,0.0,181.0,130.0,4.61,5.76,,9400,13600.0,4821,4722.0,1.95,2.88,166.50713860465189,0.0103260878194496,0.1082339998829233,-166.55748604176,177.32880482622443,-0.1048745765537283,7.884785379517585,-177.13729695060366,70.64778470265334,-0.0055765347349126,-1.4580098840228226,-70.57970120615914,-81.22388894848272,0.2722343374982897,18.13740875524148,80.70541439328353,21.51352893239105,12.119476976277404,15.111894537166055,32.547179524837176,21.192195909680827,10.475241285105495
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W (7) 16 kW (180L),ERLA16DW17 / EBVH16S18D(6V/9W) + cooling kit,21.12.2022,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"3,800 kg",44.0,62.0,44.0,62.0,-8.0,-10.0,35.0,1.4,6.1,23.0,23.0,23.0,0.0,184.0,131.0,4.68,5.76,,9400,13600.0,4821,4722.0,1.95,2.88,166.50713860465189,0.0103260878194496,0.1082339998829233,-166.55748604176,177.32880482622443,-0.1048745765537283,7.884785379517585,-177.13729695060366,70.64778470265334,-0.0055765347349126,-1.4580098840228226,-70.57970120615914,-81.22388894848272,0.2722343374982897,18.13740875524148,80.70541439328353,21.51352893239105,12.119476976277404,15.111894537166055,32.547179524837176,21.192195909680827,10.475241285105495
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W (7) 16 kW (180L),ERLA16DW17 / EBVX16S18D(6V/9W),21.12.2022,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"3,800 kg",44.0,62.0,44.0,62.0,-8.0,-10.0,35.0,1.4,6.1,23.0,23.0,23.0,0.0,184.0,131.0,4.68,5.76,,9400,13600.0,4821,4722.0,1.95,2.88,166.50713860465189,0.0103260878194496,0.1082339998829233,-166.55748604176,177.32880482622443,-0.1048745765537283,7.884785379517585,-177.13729695060366,70.64778470265334,-0.0055765347349126,-1.4580098840228226,-70.57970120615914,-81.22388894848272,0.2722343374982897,18.13740875524148,80.70541439328353,21.51352893239105,12.119476976277404,15.111894537166055,32.547179524837176,21.192195909680827,10.475241285105495
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W (7) 16 kW (180L),ERLA16DW17 / EBVZ16S18D(6V/9W),21.12.2022,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"3,800 kg",44.0,62.0,44.0,62.0,-8.0,-10.0,35.0,1.4,6.1,23.0,23.0,23.0,0.0,181.0,130.0,4.61,5.76,,9400,13600.0,4821,4722.0,1.95,2.88,166.50713860465189,0.0103260878194496,0.1082339998829233,-166.55748604176,177.32880482622443,-0.1048745765537283,7.884785379517585,-177.13729695060366,70.64778470265334,-0.0055765347349126,-1.4580098840228226,-70.57970120615914,-81.22388894848272,0.2722343374982897,18.13740875524148,80.70541439328353,21.51352893239105,12.119476976277404,15.111894537166055,32.547179524837176,21.192195909680827,10.475241285105495
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W (7) 16 kW (180L),ERLA16DW17 / EBVZ16S18D(6V/9W) + cooling kit,21.12.2022,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"3,800 kg",44.0,62.0,44.0,62.0,-8.0,-10.0,35.0,1.4,6.1,23.0,23.0,23.0,0.0,184.0,131.0,4.68,5.76,,9400,13600.0,4821,4722.0,1.95,2.88,166.50713860465189,0.0103260878194496,0.1082339998829233,-166.55748604176,177.32880482622443,-0.1048745765537283,7.884785379517585,-177.13729695060366,70.64778470265334,-0.0055765347349126,-1.4580098840228226,-70.57970120615914,-81.22388894848272,0.2722343374982897,18.13740875524148,80.70541439328353,21.51352893239105,12.119476976277404,15.111894537166055,32.547179524837176,21.192195909680827,10.475241285105495
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EV / EHBH08E(6V/9W),22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,176.0,127.0,4.47,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EV / EHBH08E(6V/9W) + cooling kit,22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,176.0,127.0,4.47,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EV / EHBX08E(6V/9W),22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,178.0,128.0,4.52,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EV / EHVH08S18E(6V/9W),22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,176.0,127.0,4.47,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EV / EHVH08S18E(6V/9W) + cooling kit,22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,176.0,127.0,4.47,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EV / EHVH08SU18E6V,22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,176.0,127.0,4.47,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EV / EHVX08S18E6V(G),22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,178.0,128.0,4.52,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EV / EHVX08S18E9W,22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,178.0,128.0,4.52,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EV / EHVZ08S18E(6V/9W),22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,176.0,127.0,4.47,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EV / EHVZ08S18E(6V/9W) + cooling kit,22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,176.0,127.0,4.47,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EVH / EHBH08E(6V/9W),22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,176.0,127.0,4.47,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EVH / EHBH08E(6V/9W) + cooling kit,22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,178.0,128.0,4.52,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EVH / EHBX08E(6V/9W),22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,178.0,128.0,4.52,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EVH / EHVH08S18E(6V/9W),22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,176.0,127.0,4.47,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EVH / EHVH08S18E(6V/9W) + cooling kit,22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,178.0,128.0,4.52,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EVH / EHVH08SU18E6V,22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,176.0,127.0,4.47,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EVH / EHVX08S18E(6V/9W),22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,178.0,128.0,4.52,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EVH / EHVZ08S18E(6V/9W),22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,176.0,127.0,4.47,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 06KW (180L),ERGA06EVH / EHVZ08S18E(6V/9W) + cooling kit,22.11.2017,Outdoor Air/Water,Regulated,1.0,7.0,7.0,R32,"1,500 kg",42.0,60.0,42.0,60.0,-6.0,-10.0,35.0,1.0,1.6,10.0,10.0,10.0,0.0,178.0,128.0,4.52,5.73,,5900,5090.0,2980,1552.0,1.98,3.28,212.7692665643766,0.0141025519278691,-0.059458512052572,-212.812846846248,-89.69375669163324,-0.0966546872866745,7.388795847736791,89.85053068996925,66.20912499457786,-0.0081800317378915,-1.3449846033847137,-66.14324689914257,-102.84320821516349,0.2746622582698423,16.345207776964102,102.39192297600438,13.000227904700258,7.206777848791817,12.84729555460394,22.735914269737066,14.601224516021135,8.577768823020497
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 08KW (180L),ERGA08EV / EHBH08E(6V/9W),22.11.2017,Outdoor Air/Water,Regulated,1.0,8.0,8.0,R32,"1,500 kg",42.0,62.0,42.0,62.0,-8.0,-10.0,35.0,1.1,0.9,10.0,10.0,10.0,0.0,181.0,131.0,4.61,5.71,,6900,5440.0,3520,1732.0,1.96,3.14,345.3882104452603,0.013829458424036,-0.0698623337306261,-345.4359454523391,-223.14539793072385,-0.1030190798454073,7.696161010351772,223.3207893154422,70.64728449207543,-0.0071299468874421,-1.4000361883463373,-70.58020141673698,3.81934561040748,0.2736104566817089,16.904357393883068,-4.291786721181374,11.89250941724326,7.424643136950806,15.02217237009108,26.0172541760417,16.964345245985392,9.153288535495763
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 08KW (180L),ERGA08EV / EHBH08E(6V/9W) + cooling kit,22.11.2017,Outdoor Air/Water,Regulated,1.0,8.0,8.0,R32,"1,500 kg",42.0,62.0,42.0,62.0,-8.0,-10.0,35.0,1.1,0.9,10.0,10.0,10.0,0.0,181.0,131.0,4.61,5.71,,6900,5440.0,3520,1732.0,1.96,3.14,345.3882104452603,0.013829458424036,-0.0698623337306261,-345.4359454523391,-223.14539793072385,-0.1030190798454073,7.696161010351772,223.3207893154422,70.64728449207543,-0.0071299468874421,-1.4000361883463373,-70.58020141673698,3.81934561040748,0.2736104566817089,16.904357393883068,-4.291786721181374,11.89250941724326,7.424643136950806,15.02217237009108,26.0172541760417,16.964345245985392,9.153288535495763
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 08KW (180L),ERGA08EV / EHBX08E(6V/9W),22.11.2017,Outdoor Air/Water,Regulated,1.0,8.0,8.0,R32,"1,500 kg",42.0,62.0,42.0,62.0,-8.0,-10.0,35.0,1.1,0.9,10.0,10.0,10.0,0.0,181.0,131.0,4.61,5.71,,6900,5440.0,3520,1732.0,1.96,3.14,345.3882104452603,0.013829458424036,-0.0698623337306261,-345.4359454523391,-223.14539793072385,-0.1030190798454073,7.696161010351772,223.3207893154422,70.64728449207543,-0.0071299468874421,-1.4000361883463373,-70.58020141673698,3.81934561040748,0.2736104566817089,16.904357393883068,-4.291786721181374,11.89250941724326,7.424643136950806,15.02217237009108,26.0172541760417,16.964345245985392,9.153288535495763
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 08KW (180L),ERGA08EV / EHVH08S18E(6V/9W),22.11.2017,Outdoor Air/Water,Regulated,1.0,8.0,8.0,R32,"1,500 kg",42.0,62.0,42.0,62.0,-8.0,-10.0,35.0,1.1,0.9,10.0,10.0,10.0,0.0,179.0,130.0,4.56,5.71,,6900,5440.0,3520,1732.0,1.96,3.14,345.3882104452603,0.013829458424036,-0.0698623337306261,-345.4359454523391,-223.14539793072385,-0.1030190798454073,7.696161010351772,223.3207893154422,70.64728449207543,-0.0071299468874421,-1.4000361883463373,-70.58020141673698,3.81934561040748,0.2736104566817089,16.904357393883068,-4.291786721181374,11.89250941724326,7.424643136950806,15.02217237009108,26.0172541760417,16.964345245985392,9.153288535495763
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 08KW (180L),ERGA08EV / EHVH08S18E(6V/9W) + cooling kit,22.11.2017,Outdoor Air/Water,Regulated,1.0,8.0,8.0,R32,"1,500 kg",42.0,62.0,42.0,62.0,-8.0,-10.0,35.0,1.1,0.9,10.0,10.0,10.0,0.0,181.0,131.0,4.61,5.71,,6900,5440.0,3520,1732.0,1.96,3.14,345.3882104452603,0.013829458424036,-0.0698623337306261,-345.4359454523391,-223.14539793072385,-0.1030190798454073,7.696161010351772,223.3207893154422,70.64728449207543,-0.0071299468874421,-1.4000361883463373,-70.58020141673698,3.81934561040748,0.2736104566817089,16.904357393883068,-4.291786721181374,11.89250941724326,7.424643136950806,15.02217237009108,26.0172541760417,16.964345245985392,9.153288535495763
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 08KW (180L),ERGA08EV / EHVH08SU18E6V,22.11.2017,Outdoor Air/Water,Regulated,1.0,8.0,8.0,R32,"1,500 kg",42.0,62.0,42.0,62.0,-8.0,-10.0,35.0,1.1,0.9,10.0,10.0,10.0,0.0,179.0,130.0,4.56,5.71,,6900,5440.0,3520,1732.0,1.96,3.14,345.3882104452603,0.013829458424036,-0.0698623337306261,-345.4359454523391,-223.14539793072385,-0.1030190798454073,7.696161010351772,223.3207893154422,70.64728449207543,-0.0071299468874421,-1.4000361883463373,-70.58020141673698,3.81934561040748,0.2736104566817089,16.904357393883068,-4.291786721181374,11.89250941724326,7.424643136950806,15.02217237009108,26.0172541760417,16.964345245985392,9.153288535495763
 DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R F+W 08KW (180L),ERGA08EV / EHVX08S18E6V(G),22.11.2017,Outdoor Air/Water,Regulated,1.0,8.0,8.0,R32,"1,500 kg",42.0,62.0,42.0,62.0,-8.0,-10.0,35.0,1.1,0.9,10.0,10.0,10.0,0.0,181.0,131.0,4.61,5.71,,6900,5440.0,3520,1732.0,1.96,3.14,345.3882104452603,0.013829458424036,-0.0698623337306261,-345.4359454523391,-223.14539793072385,-0.1030190798454073,7.696161010351772,223.3207893154422,70.64728449207543,-0.0071299468874421,-1.4000361883463373,-70.58020141673698,3.81934561040748,0.2736104566817089,16.904357393883068,-4.291786721181374,11.89250941724326,7.424643136950806,15.02217237009108,26.0172541760417,16.964345245985392,9.153288535495763
